GEOID,county_state,Diocese,Diocese_Detail,Province
48399,"Runnels County, Texas",San Angelo,San Angelo,San Antonio
48227,"Howard County, Texas",San Angelo,San Angelo,San Antonio
48327,"Menard County, Texas",San Angelo,San Angelo,San Antonio
48435,"Sutton County, Texas",San Angelo,San Angelo,San Antonio
48059,"Callahan County, Texas",San Angelo,San Angelo,San Antonio
48095,"Concho County, Texas",San Angelo,San Angelo,San Antonio
48235,"Irion County, Texas",San Angelo,San Angelo,San Antonio
48103,"Crane County, Texas",San Angelo,San Angelo,San Antonio
48267,"Kimble County, Texas",San Angelo,San Angelo,San Antonio
48335,"Mitchell County, Texas",San Angelo,San Angelo,San Antonio
48083,"Coleman County, Texas",San Angelo,San Angelo,San Antonio
48451,"Tom Green County, Texas",San Angelo,San Angelo,San Antonio
48307,"McCulloch County, Texas",San Angelo,San Angelo,San Antonio
48003,"Andrews County, Texas",San Angelo,San Angelo,San Antonio
48105,"Crockett County, Texas",San Angelo,San Angelo,San Antonio
48371,"Pecos County, Texas",San Angelo,San Angelo,San Antonio
48163,"Frio County, Texas",San Antonio,San Antonio,San Antonio
48493,"Wilson County, Texas",San Antonio,San Antonio,San Antonio
48029,"Bexar County, Texas",San Antonio,San Antonio,San Antonio
48271,"Kinney County, Texas",San Antonio,San Antonio,San Antonio
48259,"Kendall County, Texas",San Antonio,San Antonio,San Antonio
48171,"Gillespie County, Texas",San Antonio,San Antonio,San Antonio
48091,"Comal County, Texas",San Antonio,San Antonio,San Antonio
48019,"Bandera County, Texas",San Antonio,San Antonio,San Antonio
48265,"Kerr County, Texas",San Antonio,San Antonio,San Antonio
48255,"Karnes County, Texas",San Antonio,San Antonio,San Antonio
48385,"Real County, Texas",San Antonio,San Antonio,San Antonio
48311,"McMullen County, Texas",San Antonio,"Corpus Christi, San Antonio",San Antonio
48187,"Guadalupe County, Texas",San Antonio,San Antonio,San Antonio
48465,"Val Verde County, Texas",San Antonio,San Antonio,San Antonio
48013,"Atascosa County, Texas",San Antonio,San Antonio,San Antonio
48177,"Gonzales County, Texas",San Antonio,San Antonio,San Antonio
48463,"Uvalde County, Texas",San Antonio,San Antonio,San Antonio
48325,"Medina County, Texas",San Antonio,San Antonio,San Antonio
48137,"Edwards County, Texas",San Antonio,San Antonio,San Antonio
06071,"San Bernardino County, California",San Bernardino,San Bernardino,Los Angeles
06065,"Riverside County, California",San Bernardino,San Bernardino,Los Angeles
06073,"San Diego County, California",San Diego,San Diego,Los Angeles
06025,"Imperial County, California",San Diego,San Diego,Los Angeles
06041,"Marin County, California",San Francisco,San Francisco,San Francisco
06075,"San Francisco County, California",San Francisco,San Francisco,San Francisco
06081,"San Mateo County, California",San Francisco,San Francisco,San Francisco
06085,"Santa Clara County, California",San Jose,San Jose,San Francisco
35007,"Colfax County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35001,"Bernalillo County, New Mexico",Santa Fe,"Gallup, Santa Fe",Santa Fe
35019,"Guadalupe County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35011,"De Baca County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35041,"Roosevelt County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35053,"Socorro County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35057,"Torrance County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35021,"Harding County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35009,"Curry County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35043,"Sandoval County, New Mexico",Santa Fe,"Gallup, Santa Fe",Santa Fe
35047,"San Miguel County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35033,"Mora County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35059,"Union County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35061,"Valencia County, New Mexico",Santa Fe,"Gallup, Santa Fe",Santa Fe
35049,"Santa Fe County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35028,"Los Alamos County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35055,"Taos County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35037,"Quay County, New Mexico",Santa Fe,Santa Fe,Santa Fe
35039,"Rio Arriba County, New Mexico",Santa Fe,"Gallup, Santa Fe",Santa Fe
06055,"Napa County, California",Santa Rosa,Santa Rosa,San Francisco
06023,"Humboldt County, California",Santa Rosa,Santa Rosa,San Francisco
06097,"Sonoma County, California",Santa Rosa,Santa Rosa,San Francisco
06045,"Mendocino County, California",Santa Rosa,Santa Rosa,San Francisco
06033,"Lake County, California",Santa Rosa,Santa Rosa,San Francisco
06015,"Del Norte County, California",Santa Rosa,Santa Rosa,San Francisco
13243,"Randolph County, Georgia",Savannah,Savannah,Atlanta
13043,"Candler County, Georgia",Savannah,Savannah,Atlanta
13003,"Atkinson County, Georgia",Savannah,Savannah,Atlanta
13079,"Crawford County, Georgia",Savannah,Savannah,Atlanta
13087,"Decatur County, Georgia",Savannah,Savannah,Atlanta
13161,"Jeff Davis County, Georgia",Savannah,Savannah,Atlanta
13165,"Jenkins County, Georgia",Savannah,Savannah,Atlanta
13309,"Wheeler County, Georgia",Savannah,Savannah,Atlanta
13315,"Wilcox County, Georgia",Savannah,Savannah,Atlanta
13183,"Long County, Georgia",Savannah,Savannah,Atlanta
13031,"Bulloch County, Georgia",Savannah,Savannah,Atlanta
13069,"Coffee County, Georgia",Savannah,Savannah,Atlanta
13249,"Schley County, Georgia",Savannah,Savannah,Atlanta
13269,"Taylor County, Georgia",Savannah,Savannah,Atlanta
13209,"Montgomery County, Georgia",Savannah,Savannah,Atlanta
13245,"Richmond County, Georgia",Savannah,Savannah,Atlanta
13215,"Muscogee County, Georgia",Savannah,Savannah,Atlanta
13023,"Bleckley County, Georgia",Savannah,Savannah,Atlanta
13299,"Ware County, Georgia",Savannah,Savannah,Atlanta
13205,"Mitchell County, Georgia",Savannah,Savannah,Atlanta
13101,"Echols County, Georgia",Savannah,Savannah,Atlanta
13275,"Thomas County, Georgia",Savannah,Savannah,Atlanta
13263,"Talbot County, Georgia",Savannah,Savannah,Atlanta
13061,"Clay County, Georgia",Savannah,Savannah,Atlanta
13125,"Glascock County, Georgia",Savannah,Savannah,Atlanta
13303,"Washington County, Georgia",Savannah,Savannah,Atlanta
13305,"Wayne County, Georgia",Savannah,Savannah,Atlanta
13001,"Appling County, Georgia",Savannah,Savannah,Atlanta
13127,"Glynn County, Georgia",Savannah,Savannah,Atlanta
13021,"Bibb County, Georgia",Savannah,Savannah,Atlanta
13239,"Quitman County, Georgia",Savannah,Savannah,Atlanta
13019,"Berrien County, Georgia",Savannah,Savannah,Atlanta
13321,"Worth County, Georgia",Savannah,Savannah,Atlanta
13197,"Marion County, Georgia",Savannah,Savannah,Atlanta
13259,"Stewart County, Georgia",Savannah,Savannah,Atlanta
13053,"Chattahoochee County, Georgia",Savannah,Savannah,Atlanta
13155,"Irwin County, Georgia",Savannah,Savannah,Atlanta
13287,"Turner County, Georgia",Savannah,Savannah,Atlanta
13071,"Colquitt County, Georgia",Savannah,Savannah,Atlanta
13027,"Brooks County, Georgia",Savannah,Savannah,Atlanta
13025,"Brantley County, Georgia",Savannah,Savannah,Atlanta
13049,"Charlton County, Georgia",Savannah,Savannah,Atlanta
13267,"Tattnall County, Georgia",Savannah,Savannah,Atlanta
13167,"Johnson County, Georgia",Savannah,Savannah,Atlanta
13039,"Camden County, Georgia",Savannah,Savannah,Atlanta
13005,"Bacon County, Georgia",Savannah,Savannah,Atlanta
13279,"Toombs County, Georgia",Savannah,Savannah,Atlanta
13107,"Emanuel County, Georgia",Savannah,Savannah,Atlanta
13261,"Sumter County, Georgia",Savannah,Savannah,Atlanta
13225,"Peach County, Georgia",Savannah,Savannah,Atlanta
13193,"Macon County, Georgia",Savannah,Savannah,Atlanta
13277,"Tift County, Georgia",Savannah,Savannah,Atlanta
13175,"Laurens County, Georgia",Savannah,Savannah,Atlanta
13201,"Miller County, Georgia",Savannah,Savannah,Atlanta
13095,"Dougherty County, Georgia",Savannah,Savannah,Atlanta
13271,"Telfair County, Georgia",Savannah,Savannah,Atlanta
13103,"Effingham County, Georgia",Savannah,Savannah,Atlanta
13173,"Lanier County, Georgia",Savannah,Savannah,Atlanta
13017,"Ben Hill County, Georgia",Savannah,Savannah,Atlanta
13163,"Jefferson County, Georgia",Savannah,Savannah,Atlanta
13131,"Grady County, Georgia",Savannah,Savannah,Atlanta
13283,"Treutlen County, Georgia",Savannah,Savannah,Atlanta
13099,"Early County, Georgia",Savannah,Savannah,Atlanta
13191,"McIntosh County, Georgia",Savannah,Savannah,Atlanta
13179,"Liberty County, Georgia",Savannah,Savannah,Atlanta
13273,"Terrell County, Georgia",Savannah,Savannah,Atlanta
13229,"Pierce County, Georgia",Savannah,Savannah,Atlanta
13037,"Calhoun County, Georgia",Savannah,Savannah,Atlanta
13075,"Cook County, Georgia",Savannah,Savannah,Atlanta
13169,"Jones County, Georgia",Savannah,Savannah,Atlanta
13081,"Crisp County, Georgia",Savannah,Savannah,Atlanta
13029,"Bryan County, Georgia",Savannah,Savannah,Atlanta
13289,"Twiggs County, Georgia",Savannah,Savannah,Atlanta
13235,"Pulaski County, Georgia",Savannah,Savannah,Atlanta
13093,"Dooly County, Georgia",Savannah,Savannah,Atlanta
13253,"Seminole County, Georgia",Savannah,Savannah,Atlanta
13033,"Burke County, Georgia",Savannah,Savannah,Atlanta
13007,"Baker County, Georgia",Savannah,Savannah,Atlanta
13109,"Evans County, Georgia",Savannah,Savannah,Atlanta
13065,"Clinch County, Georgia",Savannah,Savannah,Atlanta
13051,"Chatham County, Georgia",Savannah,Savannah,Atlanta
13091,"Dodge County, Georgia",Savannah,Savannah,Atlanta
13307,"Webster County, Georgia",Savannah,Savannah,Atlanta
13073,"Columbia County, Georgia",Savannah,Savannah,Atlanta
13153,"Houston County, Georgia",Savannah,Savannah,Atlanta
13251,"Screven County, Georgia",Savannah,Savannah,Atlanta
13185,"Lowndes County, Georgia",Savannah,Savannah,Atlanta
13145,"Harris County, Georgia",Savannah,Savannah,Atlanta
13177,"Lee County, Georgia",Savannah,Savannah,Atlanta
13319,"Wilkinson County, Georgia",Savannah,Savannah,Atlanta
42113,"Sullivan County, Pennsylvania",Scranton,Scranton,Philadelphia
42015,"Bradford County, Pennsylvania",Scranton,Scranton,Philadelphia
42089,"Monroe County, Pennsylvania",Scranton,Scranton,Philadelphia
42103,"Pike County, Pennsylvania",Scranton,Scranton,Philadelphia
42117,"Tioga County, Pennsylvania",Scranton,Scranton,Philadelphia
42081,"Lycoming County, Pennsylvania",Scranton,Scranton,Philadelphia
42115,"Susquehanna County, Pennsylvania",Scranton,Scranton,Philadelphia
42079,"Luzerne County, Pennsylvania",Scranton,Scranton,Philadelphia
42131,"Wyoming County, Pennsylvania",Scranton,Scranton,Philadelphia
42127,"Wayne County, Pennsylvania",Scranton,Scranton,Philadelphia
42069,"Lackawanna County, Pennsylvania",Scranton,Scranton,Philadelphia
53069,"Wahkiakum County, Washington",Seattle,Seattle,Seattle
53055,"San Juan County, Washington",Seattle,Seattle,Seattle
53033,"King County, Washington",Seattle,Seattle,Seattle
53011,"Clark County, Washington",Seattle,Seattle,Seattle
53073,"Whatcom County, Washington",Seattle,Seattle,Seattle
53027,"Grays Harbor County, Washington",Seattle,Seattle,Seattle
53053,"Pierce County, Washington",Seattle,Seattle,Seattle
53035,"Kitsap County, Washington",Seattle,Seattle,Seattle
53057,"Skagit County, Washington",Seattle,Seattle,Seattle
53031,"Jefferson County, Washington",Seattle,Seattle,Seattle
53029,"Island County, Washington",Seattle,Seattle,Seattle
53059,"Skamania County, Washington",Seattle,Seattle,Seattle
53061,"Snohomish County, Washington",Seattle,Seattle,Seattle
53015,"Cowlitz County, Washington",Seattle,Seattle,Seattle
53067,"Thurston County, Washington",Seattle,Seattle,Seattle
53041,"Lewis County, Washington",Seattle,Seattle,Seattle
53009,"Clallam County, Washington",Seattle,Seattle,Seattle
53049,"Pacific County, Washington",Seattle,Seattle,Seattle
53045,"Mason County, Washington",Seattle,Seattle,Seattle
22123,"West Carroll Parish, Louisiana",Shreveport,Shreveport,New Orleans
22017,"Caddo Parish, Louisiana",Shreveport,Shreveport,New Orleans
22085,"Sabine Parish, Louisiana",Shreveport,Shreveport,New Orleans
22015,"Bossier Parish, Louisiana",Shreveport,Shreveport,New Orleans
22083,"Richland Parish, Louisiana",Shreveport,Shreveport,New Orleans
22049,"Jackson Parish, Louisiana",Shreveport,Shreveport,New Orleans
22035,"East Carroll Parish, Louisiana",Shreveport,Shreveport,New Orleans
22081,"Red River Parish, Louisiana",Shreveport,Shreveport,New Orleans
22111,"Union Parish, Louisiana",Shreveport,Shreveport,New Orleans
22027,"Claiborne Parish, Louisiana",Shreveport,Shreveport,New Orleans
22073,"Ouachita Parish, Louisiana",Shreveport,Shreveport,New Orleans
22067,"Morehouse Parish, Louisiana",Shreveport,Shreveport,New Orleans
22119,"Webster Parish, Louisiana",Shreveport,Shreveport,New Orleans
22031,"De Soto Parish, Louisiana",Shreveport,Shreveport,New Orleans
22013,"Bienville Parish, Louisiana",Shreveport,Shreveport,New Orleans
22061,"Lincoln Parish, Louisiana",Shreveport,Shreveport,New Orleans
19025,"Calhoun County, Iowa",Sioux City,Sioux City,Dubuque
19133,"Monona County, Iowa",Sioux City,Sioux City,Dubuque
19063,"Emmet County, Iowa",Sioux City,Sioux City,Dubuque
19147,"Palo Alto County, Iowa",Sioux City,Sioux City,Dubuque
19041,"Clay County, Iowa",Sioux City,Sioux City,Dubuque
19167,"Sioux County, Iowa",Sioux City,Sioux City,Dubuque
19187,"Webster County, Iowa",Sioux City,Sioux City,Dubuque
19149,"Plymouth County, Iowa",Sioux City,Sioux City,Dubuque
19093,"Ida County, Iowa",Sioux City,Sioux City,Dubuque
19119,"Lyon County, Iowa",Sioux City,Sioux City,Dubuque
19193,"Woodbury County, Iowa",Sioux City,Sioux City,Dubuque
19027,"Carroll County, Iowa",Sioux City,Sioux City,Dubuque
19109,"Kossuth County, Iowa",Sioux City,Sioux City,Dubuque
19151,"Pocahontas County, Iowa",Sioux City,Sioux City,Dubuque
19021,"Buena Vista County, Iowa",Sioux City,Sioux City,Dubuque
19073,"Greene County, Iowa",Sioux City,Sioux City,Dubuque
19091,"Humboldt County, Iowa",Sioux City,Sioux City,Dubuque
19059,"Dickinson County, Iowa",Sioux City,Sioux City,Dubuque
19035,"Cherokee County, Iowa",Sioux City,Sioux City,Dubuque
19015,"Boone County, Iowa",Sioux City,Sioux City,Dubuque
19143,"Osceola County, Iowa",Sioux City,Sioux City,Dubuque
19141,"O'Brien County, Iowa",Sioux City,Sioux City,Dubuque
19047,"Crawford County, Iowa",Sioux City,Sioux City,Dubuque
19161,"Sac County, Iowa",Sioux City,Sioux City,Dubuque
46049,"Faulk County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46009,"Bon Homme County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46027,"Clay County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46017,"Buffalo County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46087,"McCook County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46101,"Moody County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46111,"Sanborn County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46083,"Lincoln County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46067,"Hutchinson County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46079,"Lake County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46057,"Hamlin County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46025,"Clark County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46127,"Union County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46023,"Charles Mix County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46061,"Hanson County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46035,"Davison County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46091,"Marshall County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46013,"Brown County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46107,"Potter County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46029,"Codington County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46119,"Sully County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46051,"Grant County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46045,"Edmunds County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46059,"Hand County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46125,"Turner County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46021,"Campbell County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46089,"McPherson County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46015,"Brule County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46115,"Spink County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46005,"Beadle County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46099,"Minnehaha County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46069,"Hyde County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46135,"Yankton County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46011,"Brookings County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46003,"Aurora County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46077,"Kingsbury County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46073,"Jerauld County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46065,"Hughes County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46109,"Roberts County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46039,"Deuel County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46043,"Douglas County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46037,"Day County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46129,"Walworth County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
46097,"Miner County, South Dakota",Sioux Falls,Sioux Falls,St. Paul and Minneapolis
53013,"Columbia County, Washington",Spokane,Spokane,Seattle
53065,"Stevens County, Washington",Spokane,Spokane,Seattle
53019,"Ferry County, Washington",Spokane,Spokane,Seattle
53043,"Lincoln County, Washington",Spokane,Spokane,Seattle
53051,"Pend Oreille County, Washington",Spokane,Spokane,Seattle
53003,"Asotin County, Washington",Spokane,Spokane,Seattle
53075,"Whitman County, Washington",Spokane,Spokane,Seattle
53021,"Franklin County, Washington",Spokane,Spokane,Seattle
53063,"Spokane County, Washington",Spokane,Spokane,Seattle
53047,"Okanogan County, Washington",Spokane,Spokane,Seattle
53001,"Adams County, Washington",Spokane,Spokane,Seattle
53071,"Walla Walla County, Washington",Spokane,Spokane,Seattle
53023,"Garfield County, Washington",Spokane,Spokane,Seattle
17173,"Shelby County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17013,"Calhoun County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17041,"Douglas County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17051,"Fayette County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17171,"Scott County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17001,"Adams County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17129,"Menard County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17005,"Bond County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17029,"Coles County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17119,"Madison County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17009,"Brown County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17117,"Macoupin County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17079,"Jasper County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17021,"Christian County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17115,"Macon County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17135,"Montgomery County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17149,"Pike County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17139,"Moultrie County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17083,"Jersey County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17045,"Edgar County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17023,"Clark County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17017,"Cass County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17033,"Crawford County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17035,"Cumberland County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17137,"Morgan County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17167,"Sangamon County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17061,"Greene County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
17049,"Effingham County, Illinois",Springfield in Illinois,Springfield in Illinois,Chicago
25015,"Hampshire County, Massachusetts",Springfield in Massachusetts,Springfield in Massachusetts,Boston
25003,"Berkshire County, Massachusetts",Springfield in Massachusetts,Springfield in Massachusetts,Boston
25013,"Hampden County, Massachusetts",Springfield in Massachusetts,Springfield in Massachusetts,Boston
25011,"Franklin County, Massachusetts",Springfield in Massachusetts,Springfield in Massachusetts,Boston
29223,"Wayne County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29203,"Shannon County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29077,"Greene County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29213,"Taney County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29059,"Dallas County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29109,"Lawrence County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29067,"Douglas County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29031,"Cape Girardeau County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29133,"Mississippi County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29039,"Cedar County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29017,"Bollinger County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29105,"Laclede County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29209,"Stone County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29215,"Texas County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29057,"Dade County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29155,"Pemiscot County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29119,"McDonald County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29167,"Polk County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29043,"Christian County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29143,"New Madrid County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29091,"Howell County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29201,"Scott County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29153,"Ozark County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29145,"Newton County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29009,"Barry County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29035,"Carter County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29123,"Madison County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29093,"Iron County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29065,"Dent County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29011,"Barton County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29179,"Reynolds County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29149,"Oregon County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29225,"Webster County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29229,"Wright County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29069,"Dunklin County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29207,"Stoddard County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29181,"Ripley County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29097,"Jasper County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
29023,"Butler County, Missouri",Springfield-Cape Girardeau,Springfield-Cape Girardeau,St. Louis
12035,"Flagler County, Florida",St. Augustine,St. Augustine,Miami
12109,"St. Johns County, Florida",St. Augustine,St. Augustine,Miami
12041,"Gilchrist County, Florida",St. Augustine,St. Augustine,Miami
12089,"Nassau County, Florida",St. Augustine,St. Augustine,Miami
12023,"Columbia County, Florida",St. Augustine,St. Augustine,Miami
12107,"Putnam County, Florida",St. Augustine,St. Augustine,Miami
12001,"Alachua County, Florida",St. Augustine,St. Augustine,Miami
12007,"Bradford County, Florida",St. Augustine,St. Augustine,Miami
12075,"Levy County, Florida",St. Augustine,St. Augustine,Miami
12047,"Hamilton County, Florida",St. Augustine,St. Augustine,Miami
12121,"Suwannee County, Florida",St. Augustine,St. Augustine,Miami
12125,"Union County, Florida",St. Augustine,St. Augustine,Miami
12003,"Baker County, Florida",St. Augustine,St. Augustine,Miami
12067,"Lafayette County, Florida",St. Augustine,St. Augustine,Miami
12031,"Duval County, Florida",St. Augustine,St. Augustine,Miami
12029,"Dixie County, Florida",St. Augustine,St. Augustine,Miami
12019,"Clay County, Florida",St. Augustine,St. Augustine,Miami
27065,"Kanabec County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27059,"Isanti County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27141,"Sherburne County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27145,"Stearns County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27121,"Pope County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27153,"Todd County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27097,"Morrison County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27009,"Benton County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27095,"Mille Lacs County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
27155,"Traverse County, Minnesota",St. Cloud,St. Cloud,St. Paul and Minneapolis
